SR-p53,mol_id,smiles
0,TOX27446,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
1,TOX27817,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
0,TOX8974,CCCC(C)CC
0,TOX25800,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC
0,TOX25164,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
0,TOX1159,O=C1OC(=O)c2ccccc21
1,TOX6314,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-]
0,TOX28754,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1
1,TOX26880,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4
0,TOX12337,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-]
0,TOX27327,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1
0,TOX22063,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C
0,TOX4437,C=CCOC(C)=O
1,TOX29389,O=c1c(=O)c2cccc3cccc1c32
1,TOX117,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
0,TOX21442,O=S(=O)([O-])c1ccc2ccccc2c1
0,TOX5427,CC(C)(O)C#N
0,TOX4704,Cc1ccc(C(C)(C)C)cc1
0,TOX1886,CC(C)(C)CC(C)(C)N
0,TOX26123,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1
0,TOX28779,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC
0,TOX25300,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1
1,TOX28170,CCCCCCOc1ccc(O)cc1
0,TOX4532,COc1ccc(N)cc1
0,TOX1151,Oc1ccccc1-c1ccccc1
0,TOX25888,CC(=O)NC1CCSC1=O
0,TOX689,ClC(Cl)(Cl)C(Cl)(Cl)Cl
1,TOX20668,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
0,TOX21420,O=C(O)c1ccco1
0,TOX728,NNCCO
1,TOX2308,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
0,TOX5744,O=[N+]([O-])c1ccccc1CCl
0,TOX1781,CCCCOC(=O)c1ccccc1C(=O)OCCCC
0,TOX1823,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
0,TOX29061,CCC1(c2cnc[nH]2)Cc2ccccc2C1
0,TOX4449,C=CCNC(N)=S
1,TOX26903,N=C(N)NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1
0,TOX1030,O=NN(c1ccccc1)c1ccccc1
0,TOX2527,CCCOC(=O)c1ccc(O)cc1
0,TOX7916,CCC(C)(CCC(C)C)C(=O)O
0,TOX26923,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1
0,TOX360,c1ccc2sc(SNC3CCCCC3)nc2c1
0,TOX27244,OCCCC1CCCCC1
0,TOX26264,CCOc1cc(NC(C)=O)ccc1C(=O)OC
0,TOX6261,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
1,TOX8038,CCCCNC(=O)OCC#CI
0,TOX27094,CCOC(=O)CC(=O)c1ccccc1
0,TOX24425,COC(=O)CCC(=O)O
0,TOX27429,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-]
0,TOX26059,COc1ccc(/C=C/C(=O)O)cc1
0,TOX766,CC(C)OC(=O)Nc1ccccc1
0,TOX25147,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1
0,TOX26509,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1
1,TOX28873,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
0,TOX26926,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O
1,TOX19657,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
0,TOX7158,O=C(Cl)OCc1ccccc1
0,TOX11380,O=C1NC2NC(=O)NC2N1
0,TOX345,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2]
0,TOX26739,NCCNC(=O)c1ccc(Cl)cn1
0,TOX7544,CC=CC(=O)O
0,TOX6888,C1=CCCC=CCC1
0,TOX2846,Clc1cccc(Cl)c1N=C1NCCN1
0,TOX3569,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
0,TOX5849,C=CCCC
1,TOX20720,Nc1cc(Cl)c(O)c(Cl)c1
1,TOX1270,[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-]
0,TOX4934,c1ccc(N=NNc2ccccc2)cc1
0,TOX28929,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
0,TOX26644,O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12
0,TOX24931,C=C(C)C(=O)OCCNC(C)(C)C
0,TOX27585,CC/C=C\CCOC(=O)C(C)C
0,TOX26034,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
0,TOX27589,CCCCCc1cccc(=O)o1
0,TOX27916,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
0,TOX25355,CC[C@H](C)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CSC([C@H](N)[C@H](C)CC)=N1)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O
0,TOX2821,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1
0,TOX3568,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12
0,TOX24493,CCO[Si](CCCNC(N)=O)(OCC)OCC
1,TOX21306,O=C(c1ccc(O)cc1O)c1ccc(O)cc1O
1,TOX26557,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21
0,TOX26456,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
0,TOX3028,CC(O)(P(=O)(O)O)P(=O)(O)O
0,TOX27524,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
1,TOX26872,Oc1ccc([Hg]Cl)cc1
1,TOX5540,CC[Hg]Sc1ccccc1C(=O)[O-]
1,TOX898,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
0,TOX25805,CC(C)(C)NCC(O)c1ccccc1Cl
0,TOX9233,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O
0,TOX4315,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1
0,TOX27833,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12
1,TOX28613,C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1
0,TOX5846,CCCCC
0,TOX26224,OC[C@H]1O[C@H](O[C@@]2(CO)O[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
0,TOX25236,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
1,TOX5257,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
0,TOX4317,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl
0,TOX6241,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
0,TOX4465,Nc1nc2ccccc2[nH]1
0,TOX25165,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
0,TOX24448,C=CCCC(=O)O
0,TOX4030,Cl/C=C\Cl
0,TOX329,CN/C(=N\C#N)NCCSCc1nc[nH]c1C
0,TOX6558,COc1ccccc1NC(=O)CC(C)=O
0,TOX1097,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
1,TOX24940,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21
0,TOX24375,C=CCOCC(O)CO
0,TOX7529,CC(C)(C)C(=O)Cl
0,TOX26506,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
1,TOX4473,Nc1cc(Cl)ccc1O
0,TOX27262,Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO
1,TOX26274,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
0,TOX14192,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
0,TOX5100,C=CC(=O)OCCN(C)C
0,TOX1344,Nc1ccc(Sc2ccc(N)cc2)cc1
0,TOX9211,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
0,TOX3088,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
1,TOX27831,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
0,TOX3702,NCCNCCNCCN
0,TOX12412,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1
1,TOX4875,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1
0,TOX28774,CC(=O)O[C@@H]1C(=O)O[C@H]2[C@@H](OC(C)=O)C(=O)O[C@@H]12
0,TOX25221,Brc1c(NC2=NCCN2)ccc2nccnc12
0,TOX12459,CCOP(=S)(OCC)SCSCC
1,TOX20712,CC[Sn](Br)(CC)CC
0,TOX4113,CCOP(=S)(CC)Sc1ccccc1
0,TOX2614,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
0,TOX27099,CCCCCCC1CCCC(=O)O1
0,TOX7932,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1.OCCN(CCO)CCO
0,TOX3546,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
0,TOX25429,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12
0,TOX2172,CNC(=O)Oc1ccc(N(C)C)c(C)c1
0,TOX3323,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
0,TOX26185,COc1ccc(/C=N\NC(=O)c2ccncc2)c(C(=O)O)c1OC
0,TOX28885,CC(=O)NC(CCC(N)=O)C(=O)O
0,TOX26136,O=S(=O)(O)c1cc(I)c(O)c2ncccc12
1,TOX139,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
0,TOX28844,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
0,TOX12431,CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC
0,TOX24619,CCCCCCCCNC
1,TOX99,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3
1,TOX3224,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
1,TOX20662,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
0,TOX20750,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
0,TOX26384,COc1ccc(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2)cc1
0,TOX25107,O=C(O)CP(=O)(O)O
0,TOX25843,OCc1ccccc1O
0,TOX26949,CN(C)CCCN1c2ccccc2Sc2ccccc21
0,TOX28758,c1ccc2c(CCC3CCNCC3)c[nH]c2c1
0,TOX14229,CCCCCC1CCC(=O)O1
0,TOX892,Cc1ncc([N+](=O)[O-])n1CCO
0,TOX5051,CCOP(=O)(CC)OCC
1,TOX26883,CCCCCCCCCC(=O)NO
0,TOX3370,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
0,TOX13402,O=P(O)(OCc1ccccc1)OCc1ccccc1
1,TOX18922,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1
1,TOX27283,CC[C@H]1CC[C@H](NCc2cc3c(cc2OC)[C@H]2C[C@H]2C(=O)N3C)[C@H](c2ccccc2)N1
0,TOX28506,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2
1,TOX28593,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
0,TOX5886,CCOC(=O)C1OC1c1ccccc1
0,TOX28735,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1
0,TOX28752,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1
0,TOX1275,CCN(CC)C(=S)[S-]
0,TOX3742,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
0,TOX22279,CC(C)C(=O)OCCOc1ccccc1
0,TOX24638,CCO[Si](C)(CCCOCC1CO1)OCC
0,TOX4878,N#CC1(O)CCCCC1
0,TOX7341,NCCOCCO
0,TOX25292,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1
1,TOX25149,CCC1(C2=NCCN2)Cc2ccccc2O1
1,TOX3545,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O
0,TOX7832,CCCCC(CC)COC(=O)Cl
0,TOX25862,CCN(CC)CCNC(=O)COc1ccc(OC)cc1
0,TOX74,NCC1(CC(=O)O)CCCCC1
0,TOX1575,CC(Cl)(Cl)C(=O)O
1,TOX20579,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21
0,TOX6268,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O
0,TOX24404,OCCSSCCO
0,TOX5888,O=CC(=O)c1ccccc1
1,TOX10636,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
1,TOX4891,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
0,TOX9235,C=CCCCCCCCCCCC
0,TOX28776,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1
0,TOX15160,CC(=O)/C=C/C1C(C)=CCCC1(C)C
0,TOX20710,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
0,TOX25803,COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2
1,TOX24342,CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2
0,TOX2062,CC(=O)C(C)C
1,TOX1191,Nc1ccc2cc3ccc(N)cc3nc2c1
0,TOX26430,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12
0,TOX24870,C=C(C)C(=O)OCCCCOC(=O)C(=C)C
0,TOX1121,N=C(N)NC(=N)NCCc1ccccc1
0,TOX28828,c1ccc(CN2CCNCC2)cc1
0,TOX582,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2
0,TOX52,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O
0,TOX22477,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
0,TOX72,Nc1ccc(-c2ccccc2)cc1
1,TOX21141,CO[C@H]1[C@H]([C@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)NC(=O)CCl)CO2
0,TOX24421,CC(=O)c1cccnc1
0,TOX1483,O=CCc1ccccc1
0,TOX5402,C=CCCCC
1,TOX423,O=C/C(Cl)=C(/Cl)C(=O)O
0,TOX1520,CCCCOCCOCCOCCO
1,TOX398,COc1ccc(N)cc1N
0,TOX2941,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21
0,TOX26229,CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1
0,TOX26434,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1
1,TOX2377,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O
0,TOX7034,O=[N+]([O-])C(CO)(CO)CO
0,TOX24833,CCC(=O)OC(C)(C)C1CC=C(C)CC1
0,TOX4800,Oc1cccc(Cl)c1
0,TOX2947,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
0,TOX27408,COC(=O)CC(C)CCC=C(C)C
0,TOX24760,Cl[Nd](Cl)Cl
0,TOX1347,O=c1cc[nH]c(=S)[nH]1
0,TOX3881,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1
1,TOX17208,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl
1,TOX3706,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
0,TOX7500,CCCOCCO
0,TOX2523,CCCCCCCOC(=O)c1ccc(O)cc1
1,TOX3764,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31
0,TOX27075,Cc1cnc(C)c(C)n1
1,TOX14928,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2
0,TOX4376,CCCSC(=O)N(CCC)CCC
0,TOX21423,C=CN1CCCCCC1=O
0,TOX3113,COc1ccccc1O
0,TOX27088,CC1=C(CC=O)C(C)(C)CCC1
0,TOX20287,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
0,TOX2004,ClCCCCl
0,TOX28966,C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
0,TOX27305,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N
0,TOX24484,CC(C)CCCCCCN
0,TOX22234,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1,TOX1243,CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C
0,TOX28678,COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC
0,TOX26631,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1
0,TOX21104,O=C(O)C1CCCN1
1,TOX1285,O=[N+]([O-])/C=C/c1ccccc1
0,TOX25683,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1
0,TOX328,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
0,TOX3049,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
0,TOX27932,O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O
1,TOX25952,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
0,TOX6446,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
0,TOX28713,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2
0,TOX12180,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl
0,TOX24491,NC(=O)CN1CCCC1=O
0,TOX29006,CNC(=N)NC(=O)Nc1c(C)cccc1C
0,TOX7304,C[Sn](C)(Cl)Cl
0,TOX28587,Cc1cccc(Cc2c[nH]cn2)c1C
0,TOX3044,CCNC(C)Cc1cccc(C(F)(F)F)c1
0,TOX7309,CCOCCC(=O)OCC
1,TOX28804,CCCSc1cc(OC)c(CCN)cc1OC
0,TOX7302,O=C(Cl)c1c(Cl)c(Cl)c(C(=O)Cl)c(Cl)c1Cl
0,TOX29275,CCC(C)(C)CC
0,TOX1296,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
0,TOX6557,OCCN(CCO)c1cccc(Cl)c1
0,TOX1822,CC(C)N(CCO)C(C)C
1,TOX28672,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1
0,TOX25166,CCN(CC)CC(=O)Nc1c(C)cccc1C
1,TOX24995,CCn1c2ccccc2c2cc([N+](=O)[O-])ccc21
1,TOX917,NCCNc1cccc2ccccc12
0,TOX2020,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
0,TOX28572,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+]
0,TOX22065,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl
0,TOX25711,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
0,TOX6676,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
0,TOX22219,CCCc1ccccc1
1,TOX6081,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
0,TOX1868,Cc1ccc(C)cc1
0,TOX468,O=CNNC=O
0,TOX449,COP(=O)(OC)OC=C(Cl)Cl
0,TOX20679,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
0,TOX7521,O=Cc1cccc(Br)c1
0,TOX28719,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N
0,TOX24763,CCOC(=O)c1ccc(N(C)C)cc1
0,TOX24400,CCCC[N+](CCCC)(CCCC)CCCC
0,TOX28946,NCCC[C@H](N)C(=O)O
1,TOX21422,Cc1cc(=O)oc2cc(N(C)C)ccc12
0,TOX9186,Cc1nc(N)nc(N)n1
0,TOX21844,O=C1O[C@@H]2[C@@H](O)[C@H](O)O[C@@H]2[C@H]1O
0,TOX1442,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
0,TOX26261,NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
1,TOX573,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
0,TOX3085,CCCCc1ccc(C(=O)O)nc1
0,TOX1359,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
0,TOX21889,O=[PH](Oc1ccccc1)Oc1ccccc1
0,TOX76,Nc1nc[nH]n1
0,TOX7875,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO
0,TOX29081,CCO/C=C1\N=C(c2ccccc2)OC1=O
0,TOX6224,COCCOCCOCCOC
0,TOX9218,CCc1ccc(Br)cc1
0,TOX27263,CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2
0,TOX426,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
1,TOX3155,Oc1c(I)cc(I)c2cccnc12
0,TOX27324,OCC(CO)n1cnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1
1,TOX23777,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1
0,TOX26946,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
0,TOX6139,S=C(Nc1ccccc1)Nc1ccccc1
0,TOX15592,CCCCCCCC/C=C/CCCOC(C)=O
0,TOX25373,CCCCc1cc2ccccc2c(OCCN(C)C)n1
0,TOX8663,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
0,TOX5649,Cc1ccc2c(ccc3ccccc32)c1
0,TOX2888,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C
1,TOX470,c1cc(OCC2CO2)cc(OCC2CO2)c1
0,TOX25905,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
1,TOX25409,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
0,TOX1278,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
0,TOX4702,CC(C)(C)c1ccc(OCC2CO2)cc1
0,TOX18686,Cc1cccc(C(=O)O)c1O
1,TOX26556,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1
0,TOX5861,Nc1ccccc1C(=O)OCCc1ccccc1
0,TOX27444,Cc1ccc2c(c1)CCCN2
1,TOX25192,Nc1nc2ccc(OC(F)(F)F)cc2s1
